Longitude,Latitude,Depth,pTemperature,Salinity,d18O,dD,Year,Month,Reference,
-158.22,72.88,11,-0.98,28.61,-3.32,**,2002,8,Cooper et al (2005),
-157.8,74.8,6,-1.46,28.61,-3.09,**,1993,8,Cooper et al (1999),
170.82,71,0,3.44,28.61,-2.87,**,1995,8,Munchow et al (1999),
-157.8,74.8,11,-1.46,28.61,-2.84,**,1993,8,Cooper et al (1999),
129.99,76.89,4,3.08,28.65,-3.14,**,1995,8,Frank (1996),
-166.89,68.33,20,6.45,28.67,-3.27,**,1990,9,Cooper et al (1997),
-156.48,74.1,1,-1.46,28.67,-3.09,**,1993,8,Cooper et al (1999),
130.01,77.6,4,2.46,28.67,-3.05,**,1995,8,Frank (1996),
-154.28,71.35,23,1.59,28.68,-1.39,**,1992,8,Cooper et al (1997),
166,69.83,0,5.16,28.71,-2.23,**,1995,8,Munchow et al (1999),
-158.65,71.22,0,4.27,28.71,-1.1,**,1992,8,Cooper et al (1997),
144.02,54,0,15.42,28.72,-3.44,**,1998,7,Yamamoto et al (2002),
-173.32,67.37,0,3.82,28.72,-2.27,**,1993,8,Cooper et al (1999),
-178,69,0,5.92,28.72,-1.65,**,1995,8,Munchow et al (1999),
-167.32,66.42,24,10.88,28.73,-3.65,**,1990,9,Cooper et al (1997),
178.27,70.33,0,4.31,28.73,-1.97,**,1995,8,Munchow et al (1999),
178.5,70.5,5,-1.19,28.76,-1.17,**,1993,9,Cooper et al (1999),
130.01,76,5,2.36,28.78,-3.37,**,1995,8,Frank (1996),
125.98,74.75,12,1.7,28.79,-4.73,**,2007,9,Abrahamsen et al (2009),
127.5,74,23,-0.4,28.8,-5.03,**,1994,9,Mueller-Lupp et al (2003),
-169.64,65.99,11,3.52,28.8,-2.47,**,1992,10,Cooper et al (1997),
143.52,53,9,11.32,28.8,-2.23,**,1999,9,Yamamoto et al (2002),
-161.09,72.8,6,-0.41,28.81,-2.68,**,2002,8,Cooper et al (2005),
144.83,54,0,16.82,28.82,-2.35,**,1998,7,Yamamoto et al (2002),
143.21,55.5,5,13.42,28.82,-2.1,**,1999,9,Yamamoto et al (2002),
-177.87,68.73,0,5.81,28.82,-1.74,**,1995,8,Munchow et al (1999),
135.39,78.25,10,0.16,28.83,-2.81,**,1995,9,Frank (1996),
144.25,53,0,15.33,28.83,-2.74,**,1998,7,Yamamoto et al (2002),
-156.25,71.41,8,4.94,28.84,-1.99,**,1992,8,Cooper et al (1997),
-158.34,70.87,8,4.94,28.84,-1.9,**,1992,8,Cooper et al (1997),
126,74.25,8,3.2,28.85,-5.18,**,2007,9,Abrahamsen et al (2009),
140.97,80.25,2,2.55,28.85,-4.14,**,2007,9,Abrahamsen et al (2009),
170.56,71.17,0,2.31,28.86,-2.9,**,1995,8,Munchow et al (1999),
130.05,77.62,4,1.99,28.86,-2.88,**,1995,8,Frank (1996),
140.71,55.57,11,13.6,28.87,-2.12,**,1999,9,Yamamoto et al (2002),
-164.37,66.95,25,10.35,28.88,-3.38,**,1990,9,Cooper et al (1997),
167.45,70.83,32,-1.39,28.89,-3.54,**,1995,8,Munchow et al (1999),
135.07,78.34,9,0.58,28.9,-2.78,**,1995,9,Frank (1996),
-167.85,73.5,2,-1.16,28.91,-1.82,**,1993,8,Cooper et al (1999),
-167.85,73.5,3,-1.15,28.91,-1.81,**,1993,8,Cooper et al (1999),
-152.56,71.45,16,-0.02,28.91,-1.63,**,2002,8,Cooper et al (2005),
-177.31,70.99,0,0.83,28.92,-1.8,**,1993,8,Cooper et al (1999),
126,74.25,13,3.21,28.93,-4.8,**,2007,9,Abrahamsen et al (2009),
158.35,79.45,22,-1.41,28.93,-4.12,**,2008,10,Abrahamsen et al (2009),
159.4,79.77,26,-1.03,28.93,-2.6,**,2007,9,Abrahamsen et al (2009),
-167.85,73.5,6,-1.18,28.93,-1.75,**,1993,8,Cooper et al (1999),
-167.85,73.5,9,-1.19,28.94,-1.74,**,1993,8,Cooper et al (1999),
144.01,53.02,4,12.11,28.96,-2.21,**,1999,9,Yamamoto et al (2002),
138.7,80.78,2,2.65,29.01,-4.07,**,2007,9,Abrahamsen et al (2009),
130.5,74.25,22,1.92,29.02,-4.58,**,2007,9,Abrahamsen et al (2009),
130.48,76.75,0,2.42,29.03,-4.87,**,2007,9,Abrahamsen et al (2009),
130.48,76.75,2,2.42,29.03,-4.75,**,2007,9,Abrahamsen et al (2009),
-167,73.1,2,-1.23,29.04,-1.4,**,1993,8,Cooper et al (1999),
-158.65,71.22,17,4.14,29.05,-0.97,**,1992,8,Cooper et al (1997),
126,74.25,18,3.23,29.06,-6.02,**,2007,9,Abrahamsen et al (2009),
160.62,80.22,26,-1.11,29.06,-3.21,**,2007,9,Abrahamsen et al (2009),
144.51,53,0,16.38,29.06,-2.54,**,1998,7,Yamamoto et al (2002),
179.91,75.8,20,-0.31,29.06,-2.18,**,2008,9,Polyak and Ortiz (2009, pers. comm.)
-172.26,63.33,0,2.47,29.1,-0.72,**,1990,6,Cooper et al (1997),
126,74.25,23,3.18,29.11,-4.71,**,2007,9,Abrahamsen et al (2009),
125.98,77,3,-0.47,29.11,-2.08,**,2007,9,Abrahamsen et al (2009),
-166.38,68.1,28,10.37,29.12,-3.02,**,1990,9,Cooper et al (1997),
125.98,77,7,-0.48,29.12,-1.99,**,2007,9,Abrahamsen et al (2009),
-167.85,73.5,14,-1.24,29.12,-1.71,**,1993,8,Cooper et al (1999),
126,74.25,24,3.18,29.13,-4.68,**,2007,9,Abrahamsen et al (2009),
-158.28,73.22,5,-1.48,29.15,-2.58,**,1993,8,Cooper et al (1999),
144.51,53,10,15.11,29.15,-2.43,**,1998,7,Yamamoto et al (2002),
-168.32,65.7,53,6,29.16,-2.98,**,1993,9,Cooper et al (1999),
-171.53,62.15,0,2.29,29.17,-0.88,**,1990,6,Cooper et al (1997),
-169.49,65.94,12,3.8,29.18,-2.46,**,1992,10,Cooper et al (1997),
142.6,55.5,3,7.37,29.18,-2.45,**,2000,6,Yamamoto et al (2002),
133.6,77.4,4,-1.14,29.19,-3.07,**,1993,9,Frank (1996),
143.84,54.01,3,12.7,29.19,-2.07,**,1999,9,Yamamoto et al (2002),
-168.22,73.7,10,-1.02,29.19,-1.85,**,1993,8,Cooper et al (1999),
-158.34,70.88,0,5.72,29.19,-1.82,**,1992,8,Cooper et al (1997),
-134.6,70.95,10,6.2,29.21,-3.48,**,1984,10,Ostlund and Grall (1993),
-152.29,71.7,16,-1.26,29.21,-2.5,**,2002,8,Cooper et al (2005),
144.25,53.02,9,13.53,29.21,-2.15,**,1999,9,Yamamoto et al (2002),
130.48,76.75,5,2.4,29.22,-3.74,**,2007,9,Abrahamsen et al (2009),
144.25,53.02,5,13.53,29.22,-2.16,**,1999,9,Yamamoto et al (2002),
-167.41,73.19,2,-1.3,29.22,-1.44,**,1993,8,Cooper et al (1999),
-133.65,70.27,1,**,29.23,-3.94,**,1984,10,Ostlund and Grall (1993),
-158.22,72.88,13,-1.01,29.24,-3.25,**,2002,8,Cooper et al (2005),
-160.18,70.9,2,1.74,29.25,-1.2,**,1993,8,Cooper et al (1999),
-173,62.06,0,4.48,29.25,-0.97,**,1990,6,Cooper et al (1997),
-159.56,71.01,5,1.46,29.26,-1.16,**,1993,8,Cooper et al (1999),
-177.03,71.45,22,0.97,29.27,-1.94,**,1990,9,Cooper et al (1997),
-167.48,73.3,10,-1.41,29.27,-1.53,**,1993,8,Cooper et al (1999),
-167.48,73.3,5,-1.41,29.27,-1.41,**,1993,8,Cooper et al (1999),
-166.19,66.71,19,10.75,29.28,-3.27,**,1990,9,Cooper et al (1997),
-167.48,73.3,15,-1.42,29.28,-1.52,**,1993,8,Cooper et al (1999),
-167.48,73.3,2,-1.41,29.28,-1.5,**,1993,8,Cooper et al (1999),
143.6,54.01,4,13.3,29.29,-2.12,**,1999,9,Yamamoto et al (2002),
143.84,54.01,10,12.52,29.29,-2.04,**,1999,9,Yamamoto et al (2002),
157.78,79.15,27,-1.23,29.3,-3.81,**,2007,9,Abrahamsen et al (2009),
-136.87,70.03,5,**,29.31,-4.9,**,1987,3,H. Melling (pers. comm.),
-168.32,65.7,10,6,29.31,-2.84,**,1993,9,Cooper et al (1999),
-133.43,70.02,1,9.3,29.32,-3.88,**,1984,10,Ostlund and Grall (1993),
-161.58,71.75,9,1.32,29.32,-1.41,**,1993,9,Cooper et al (1999),
-167.13,62.32,5,11.12,29.33,-2.6,**,1987,8,Grebmeier et al (1990),
144,54.01,8,12.23,29.34,-2.04,**,1999,9,Yamamoto et al (2002),
-168.56,64.75,11,1.64,29.34,-1.63,**,1993,9,Cooper et al (1999),
-165.29,74.81,10,-1.46,29.35,-2.41,**,1993,8,Cooper et al (1999),
-167.1,74.3,2,-1.08,29.35,-2.33,**,1993,8,Cooper et al (1999),
-167.1,74.3,6,-1.06,29.35,-2.27,**,1993,8,Cooper et al (1999),
133.34,76.54,13,0.21,29.36,-3.8,**,1993,9,Frank (1996),
143.6,54.01,9,12.8,29.36,-2.08,**,1999,9,Yamamoto et al (2002),
-167.1,74.3,10,-1.09,29.37,-2.19,**,1993,8,Cooper et al (1999),
168,70.25,0,3.38,29.38,-2.69,**,1995,8,Munchow et al (1999),
-166.5,74.5,5,-1.33,29.38,-2.25,**,1993,8,Cooper et al (1999),
-167.73,62.51,5,6.46,29.38,-1.02,**,1990,6,Cooper et al (1997),
166.67,69.83,0,3.87,29.39,-2.85,**,1995,8,Munchow et al (1999),
-166.5,74.5,10,-1.34,29.39,-2.29,**,1993,8,Cooper et al (1999),
-163.67,75.3,1,-1.46,29.39,-2.15,**,1993,8,Cooper et al (1999),
-155.02,71.83,8,-1.24,29.39,-2.1,**,2002,7,Cooper et al (2005),
-168.02,74.1,2,-1.17,29.39,-2.06,**,1993,8,Cooper et al (1999),
-168.02,74.1,5,-1.13,29.39,-1.97,**,1993,8,Cooper et al (1999),
-166.5,74.5,15,-1.31,29.4,-2.38,**,1993,8,Cooper et al (1999),
-168.02,74.1,10,-1.18,29.4,-2.12,**,1993,8,Cooper et al (1999),
-153.3,72.51,11,-1.16,29.42,-3.32,**,2002,7,Cooper et al (2005),
161.88,80.63,26,-1.35,29.44,-4.22,**,2007,9,Abrahamsen et al (2009),
-163.67,75.3,7,-1.46,29.44,-2.38,**,1993,8,Cooper et al (1999),
-163.67,75.3,4,-1.46,29.44,-2.28,**,1993,8,Cooper et al (1999),
-146.6,71.15,20,0.3,29.45,-2.07,**,1984,10,Ostlund and Grall (1993),
-169.64,65.99,48,3.26,29.45,-1.32,**,1993,9,Cooper et al (1999),
168,70.45,0,2.58,29.46,-3.68,**,1995,8,Munchow et al (1999),
130.5,73.5,17,-1,29.48,-4.08,**,1994,9,Mueller-Lupp et al (2003),
-157.55,72.69,2,-1.34,29.48,-2.78,**,2005,6,Polyak and Ortiz (2009, pers. comm.)
130.5,76,12,2.14,29.5,-3.66,**,2007,9,Abrahamsen et al (2009),
-165.51,63.98,5,6.81,29.53,-2.7,**,1987,8,Grebmeier et al (1990),
-168.21,65.69,5,6.14,29.54,-3.15,**,1993,9,Cooper et al (1999),
163.99,70,17,-0.28,29.54,-2.66,**,1995,8,Munchow et al (1999),
-141.4,71.45,20,-1.61,29.55,-3.46,**,1984,10,Ostlund and Grall (1993),
142,53.99,14,11.24,29.55,-1.83,**,1999,9,Yamamoto et al (2002),
131.5,74,17,-1,29.56,-5.09,**,1994,9,Mueller-Lupp et al (2003),
130.5,74.25,23,1.39,29.57,-4.08,**,2007,9,Abrahamsen et al (2009),
-152.67,71.98,21,-0.2,29.57,-2.17,**,1984,10,Ostlund and Grall (1993),
144.52,49.51,3,11.24,29.58,-2.07,**,1999,9,Yamamoto et al (2002),
171.07,70.83,0,2.61,29.59,-1.84,**,1995,8,Munchow et al (1999),
-138.16,70.41,6,**,29.6,-4.8,**,1987,3,H. Melling (pers. comm.),
-163,75.4,2,-1.47,29.6,-1.79,**,1993,8,Cooper et al (1999),
-157.4,73.42,25,-1.05,29.62,-3.47,**,2002,8,Cooper et al (2005),
126.66,77.11,10,0.63,29.62,-2.59,**,1995,8,Frank (1996),
168,70.05,0,3.31,29.62,-2.43,**,1995,8,Munchow et al (1999),
144.52,49.51,11,11.35,29.62,-2.05,**,1999,9,Yamamoto et al (2002),
-177.31,70.99,22,0.88,29.62,-1.66,**,1993,8,Cooper et al (1999),
-178.5,68.67,0,4.86,29.62,-1.46,**,1995,8,Munchow et al (1999),
-143.57,71.02,21,-1.42,29.63,-3.36,**,1984,10,Ostlund and Grall (1993),
-165.51,63.98,17,6.67,29.63,-2.74,**,1987,8,Grebmeier et al (1990),
-167.67,68.03,5,2.36,29.64,-1.59,**,1993,9,Cooper et al (1999),
-140,82,10,-1.6,29.65,-4.5,**,1969,12,Vetshteyn et al (1974),
-168.32,65.69,6,6.3,29.66,-2.64,**,1993,9,Cooper et al (1999),
144.34,53.99,3,13.72,29.66,-1.97,**,1999,9,Yamamoto et al (2002),
-174.44,70.83,12,-0.01,29.66,-1.18,**,1992,10,Cooper et al (1997),
-133.43,70.02,6,8.9,29.67,-3.63,**,1984,10,Ostlund and Grall (1993),
144.76,52.97,9,15.04,29.69,-2.16,**,1998,7,Yamamoto et al (2002),
-166.78,68.35,1,10.7,29.7,-2.98,**,1977,7,Bedard et al (1981),
167.33,69.83,0,3.52,29.71,-2.5,**,1995,8,Munchow et al (1999),
-167.67,68.03,5,1.58,29.74,-1.6,**,1993,9,Cooper et al (1999),
143.76,53,3,10.37,29.75,-1.88,**,1999,9,Yamamoto et al (2002),
-168.56,64.75,20,1.78,29.75,-1.54,**,1993,9,Cooper et al (1999),
-167.05,68.3,34,9.73,29.76,-2.75,**,1990,9,Cooper et al (1997),
143.76,53,20,2.76,29.76,-1.91,**,1999,9,Yamamoto et al (2002),
-141.4,71.45,30,-1.58,29.77,-3.36,**,1984,10,Ostlund and Grall (1993),
-174.52,73.99,25,-0.84,29.77,-2.39,**,2008,9,Polyak and Ortiz (2009, pers. comm.)
-172.58,62.33,0,4.82,29.78,-0.98,**,1990,6,Cooper et al (1997),
-164.58,70.06,0,4.68,29.78,-0.82,**,2008,7,Polyak and Ortiz (2009, pers. comm.)
125.98,77.15,2,-0.05,29.79,-1.83,**,2007,9,Abrahamsen et al (2009),
156,80.15,26,-1.38,29.8,-3.61,**,2007,9,Abrahamsen et al (2009),
-169.49,65.94,40,4.2,29.8,-2.48,**,1992,10,Cooper et al (1997),
125.98,77.73,2,-0.61,29.8,-1.6,**,2007,9,Abrahamsen et al (2009),
-159.09,73.71,26,-0.86,29.81,-3.28,**,2002,8,Cooper et al (2005),
130.03,77.86,10,-0.98,29.81,-2.61,**,1995,8,Frank (1996),
-174.43,70.92,5,-0.53,29.81,-0.91,**,1992,10,Cooper et al (1997),
126,75.25,8,2,29.82,-4.15,**,2007,9,Abrahamsen et al (2009),
144.25,53,10,11.44,29.82,-2.28,**,1998,7,Yamamoto et al (2002),
-174.6,67.8,6,0.97,29.82,-1.19,**,1993,9,Cooper et al (1999),
125.9,76.73,0,1.62,29.83,-2.64,**,2007,9,Abrahamsen et al (2009),
125.9,76.73,2,1.62,29.83,-2.64,**,2007,9,Abrahamsen et al (2009),
126,77.32,2,-0.7,29.83,-1.59,**,2007,9,Abrahamsen et al (2009),
-165.93,62.75,5,12.09,29.84,-3.8,**,1987,8,Grebmeier et al (1990),
125.9,76.73,7,1.62,29.84,-2.72,**,2007,9,Abrahamsen et al (2009),
-163,75.4,11,-1.49,29.84,-1.82,**,1993,8,Cooper et al (1999),
-137.6,70.32,7,**,29.85,-4.9,**,1987,3,H. Melling (pers. comm.),
125.9,76.73,5,1.62,29.85,-2.68,**,2007,9,Abrahamsen et al (2009),
130.04,77.92,10,-0.49,29.85,-2.58,**,1995,8,Frank (1996),
-152.52,71.88,20,0.44,29.85,-1.98,**,1984,10,Ostlund and Grall (1993),
179.02,70.2,5,2.97,29.87,-1.62,**,1993,8,Cooper et al (1999),
-165.93,62.75,14,12.05,29.88,-3.84,**,1987,8,Grebmeier et al (1990),
131.41,79.04,10,-1.41,29.89,-2.39,**,1995,8,Frank (1996),
-143.43,72.57,20,-1.13,29.91,-3.82,**,1984,10,Ostlund and Grall (1993),
135,77.25,5,4.12,29.91,-2.53,**,1995,8,Frank (1996),
-178.62,69.92,0,4.46,29.91,-1.89,**,1995,8,Munchow et al (1999),
-172.18,62.6,0,4.19,29.91,-0.98,**,1990,6,Cooper et al (1997),
141.96,55.5,5,7.89,29.92,-2.13,**,2000,6,Yamamoto et al (2002),
-169.64,65.99,42,4.46,29.92,-1.85,**,1992,10,Cooper et al (1997),
130.48,76.75,8,2.31,29.97,-3.13,**,2007,9,Abrahamsen et al (2009),
144.34,53.99,10,13.29,29.97,-1.84,**,1999,9,Yamamoto et al (2002),
-168.21,65.67,2,9.87,29.98,-2.82,**,2002,7,Cooper et al (2005),
130.5,77.23,2,1.3,29.98,-2.62,**,2007,9,Abrahamsen et al (2009),
130.5,77.23,0,1.27,29.99,-2.74,**,2007,9,Abrahamsen et al (2009),
-153.17,57.13,0,**,30,-3.25,**,1993,**,Taylor (2004 pers. comm.),
-153.17,57.13,0,**,30,-3.21,**,1993,**,Taylor (2004 pers. comm.),
125.98,76.25,1,1.46,30,-3.02,**,2007,9,Abrahamsen et al (2009),
-165.59,63.5,5,11.48,30,-2.6,**,1987,8,Grebmeier et al (1990),
125.98,76.25,5,1.46,30.01,-3.04,**,2007,9,Abrahamsen et al (2009),
130.5,77.23,5,1.27,30.01,-2.39,**,2007,9,Abrahamsen et al (2009),
-159.25,71.09,10,-1.58,30.01,-0.22,**,1992,10,Cooper et al (1997),
-176.9,78.15,11,-1.55,30.03,-3.52,**,1994,8,Ekwurzel et al (2001),
-174.91,67.7,7,-0.81,30.03,-1.01,**,1993,9,Cooper et al (1999),
-177,69.67,0,5.15,30.03,-1,**,1995,8,Munchow et al (1999),
-164.58,70.06,5,4.05,30.03,-0.91,**,2008,7,Polyak and Ortiz (2009, pers. comm.)
131.53,76.95,7,2.53,30.04,-2.69,**,1995,8,Frank (1996),
171.33,70.67,0,2.79,30.04,-2.26,**,1995,8,Munchow et al (1999),
140.38,55.6,4,12.67,30.04,-1.58,**,1999,9,Yamamoto et al (2002),
145.55,53.03,2,14.35,30.06,-1.86,**,1999,9,Yamamoto et al (2002),
140.01,55.64,9,11.36,30.06,-1.58,**,1999,9,Yamamoto et al (2002),
-143.42,72.57,20,-1.11,30.07,-3.79,**,1984,10,Ostlund and Grall (1993),
-143.47,72.58,20,**,30.07,-3.79,**,1990,9,Macdonald et al (1995),
143.97,54,9,7.37,30.07,-1.94,**,1998,7,Yamamoto et al (2002),
145.55,53.03,9,14.35,30.07,-1.85,**,1999,9,Yamamoto et al (2002),
-165.35,72,1,2.81,30.08,-1.24,**,1993,8,Cooper et al (1999),
-145.58,73.93,11,-1.62,30.09,-3.95,**,1985,4,Ostlund et al (1987),
-143.5,72.6,10,0.6,30.09,-3.55,**,1984,10,Ostlund and Grall (1993),
-169.31,65.9,5,4.52,30.09,-2.4,**,1992,10,Cooper et al (1997),
130.48,78,2,0.29,30.09,-1.75,**,2007,9,Abrahamsen et al (2009),
-145.58,73.93,3,-1.63,30.1,-4.09,**,1985,4,Ostlund et al (1987),
-159.67,75.77,30,-1.39,30.1,-3.83,**,1966,**,Van Donk and Mathieu (1969),
-120,89,40,**,30.1,-3.3,**,1979,5,Moore et al (1983),
-152.48,57.75,0,9.44,30.1,-3.24,**,2003,6,Taylor (2004 pers. comm.),
-152.48,57.75,0,9.44,30.1,-3.23,**,2003,6,Taylor (2004 pers. comm.),
-168.75,65.74,13,6.2,30.11,-2.79,**,1993,9,Cooper et al (1999),
179.91,75.8,30,-0.79,30.11,-2.01,**,2008,9,Polyak and Ortiz (2009, pers. comm.)
-170.17,66.48,8,2.72,30.11,-1.99,**,1992,10,Cooper et al (1997),
-168.22,73.7,20,-1.35,30.11,-1.59,**,1993,8,Cooper et al (1999),
-133.43,70.02,10,8.3,30.12,-3.61,**,1984,10,Ostlund and Grall (1993),
-139.07,70.41,20,**,30.12,-3.52,**,1990,9,Macdonald et al (1995),
-168.84,74.5,5,-1.49,30.12,-2.72,**,1994,7,Ekwurzel et al (2001),
135.5,78.65,2,1.58,30.13,-2.77,**,2007,9,Abrahamsen et al (2009),
-156.58,72.3,0,-1.42,30.13,-2.53,**,2005,6,Polyak and Ortiz (2009, pers. comm.)
141,54,10,8.92,30.13,-1.63,**,1999,9,Yamamoto et al (2002),
141,54,15,8.84,30.13,-1.62,**,1999,9,Yamamoto et al (2002),
-175.82,78.98,9,-1.58,30.14,-3.43,**,1994,8,Ekwurzel et al (2001),
125.9,76.73,13,2.2,30.14,-2.85,**,2007,9,Abrahamsen et al (2009),
141,54,2,8.97,30.14,-1.63,**,1999,9,Yamamoto et al (2002),
141,54,6,8.97,30.14,-1.63,**,1999,9,Yamamoto et al (2002),
-129.5,89.17,10,-1.63,30.15,-3.3,**,1979,5,Ostlund et al (1987),
-129.5,89.17,30,-1.62,30.15,-3.07,**,1979,5,Ostlund et al (1987),
146.01,53.01,0,16.77,30.15,-1.69,**,1998,7,Yamamoto et al (2002),
178,70.17,0,2.38,30.18,-2.58,**,1995,8,Munchow et al (1999),
-167.98,65.24,32,10.2,30.19,-2.29,**,1988,8,Grebmeier et al (1990),
-164.08,75.2,10,-1.46,30.19,-1.81,**,1993,8,Cooper et al (1999),
172.34,70,0,3.8,30.19,-1.77,**,1995,8,Munchow et al (1999),
-174.56,70.33,11,0.85,30.19,-1.56,**,1992,10,Cooper et al (1997),
-168.63,64.77,5,10.45,30.19,-0.8,**,1987,8,Grebmeier et al (1990),
126,75.75,4,1.99,30.2,-3.62,**,2007,9,Abrahamsen et al (2009),
130.48,77.73,2,0.2,30.2,-1.88,**,2007,9,Abrahamsen et al (2009),
143,54.99,10,11.14,30.2,-1.6,**,1999,9,Yamamoto et al (2002),
-176.9,78.15,26,-1.54,30.21,-3.36,**,1994,8,Ekwurzel et al (2001),
143.33,54.01,19,7.74,30.21,-1.67,**,1999,9,Yamamoto et al (2002),
-166.02,70.35,0,4.83,30.21,-1.04,**,2008,7,Polyak and Ortiz (2009, pers. comm.)
-159.06,71.06,11,-0.42,30.21,-0.83,**,1992,10,Cooper et al (1997),
178.37,70.3,26,3.13,30.23,-1.71,**,1990,9,Cooper et al (1997),
126,75.75,0,1.99,30.24,-3.6,**,2007,9,Abrahamsen et al (2009),
126,75.75,8,1.99,30.24,-3.6,**,2007,9,Abrahamsen et al (2009),
-163.76,70.13,25,7.21,30.24,-2.29,**,1990,9,Cooper et al (1997),
125.98,76.25,10,1.63,30.25,-3.11,**,2007,9,Abrahamsen et al (2009),
143,55,10,4.85,30.25,-2.02,**,2000,6,Yamamoto et al (2002),
-159.16,71.08,10,-0.12,30.25,-1.15,**,1992,10,Cooper et al (1997),
143.52,53,20,7.33,30.26,-1.75,**,1999,9,Yamamoto et al (2002),
-157.02,71.5,30,-1.27,30.26,-1.19,**,1993,8,Cooper et al (1999),
-158.82,70.98,24,0.36,30.26,-1,**,1992,10,Cooper et al (1997),
177.75,70,0,2.6,30.26,-0.99,**,1995,8,Munchow et al (1999),
-158.82,70.98,10,0.35,30.26,-0.92,**,1992,10,Cooper et al (1997),
-144.38,74.17,1,-1.64,30.27,-3.57,**,1985,4,Ostlund et al (1987),
164,69.83,28,-0.92,30.27,-3.18,**,1995,8,Munchow et al (1999),
-168.75,65.74,10,4.68,30.27,-2.24,**,1992,10,Cooper et al (1997),
-163.67,75.3,10,-1.5,30.27,-2.07,**,1993,8,Cooper et al (1999),
-171.9,62.8,0,4.04,30.27,-1.01,**,1990,6,Cooper et al (1997),
-173.81,68,5,1.34,30.27,-0.99,**,1993,9,Cooper et al (1999),
165,70.17,17,-0.91,30.28,-2.53,**,1995,8,Munchow et al (1999),
-165.59,63.5,22,5.71,30.29,-2.73,**,1987,8,Grebmeier et al (1990),
-157.55,72.69,36,-1.55,30.29,-2.62,**,2005,6,Polyak and Ortiz (2009, pers. comm.)
143.28,54.62,2,9.72,30.29,-1.6,**,1999,9,Yamamoto et al (2002),
172.19,75.1,10,-0.35,30.29,-1.33,**,2008,9,Polyak and Ortiz (2009, pers. comm.)
164.66,69.83,26,-0.93,30.3,-3.09,**,1995,8,Munchow et al (1999),
-168.84,74.5,15,-1.5,30.3,-2.73,**,1994,7,Ekwurzel et al (2001),
-168.03,62.62,0,5.61,30.3,-1.9,**,1990,6,Cooper et al (1997),
-167.48,73.3,25,-1.43,30.3,-1.49,**,1993,8,Cooper et al (1999),
-167.92,67.35,1,8.6,30.3,-1.24,**,1977,7,Bedard et al (1981),
-159.24,70.95,4,0.28,30.3,-0.69,**,1992,10,Cooper et al (1997),
-134.6,80.7,0,**,30.3,,-28.4,**,**,Friedman et al (1961),Friedman and Redfield (1969)
129.97,78.16,10,-1.14,30.31,-2.56,**,1995,8,Frank (1996),
-166.53,65.33,10,7.54,30.31,-2.05,**,1992,8,Cooper et al (1997),
175.5,75.5,10,0.12,30.31,-1.4,**,2008,9,Polyak and Ortiz (2009, pers. comm.)
-158.88,71.01,10,0.51,30.32,-1.1,**,1992,10,Cooper et al (1997),
-169.12,65.87,12,4.84,30.33,-2.24,**,1992,10,Cooper et al (1997),
-172.11,63.95,0,3.44,30.33,-0.4,**,1990,6,Cooper et al (1997),
-158.88,71.01,30,0.54,30.34,-0.79,**,1992,10,Cooper et al (1997),
-168.87,65.76,10,4.62,30.35,-2.14,**,1992,10,Cooper et al (1997),
-177.27,69.5,0,5.29,30.36,-1.04,**,1995,8,Munchow et al (1999),
-168.92,68,5,5.76,30.37,-1.2,**,1987,8,Grebmeier et al (1990),
-143.42,72.57,30,-1.28,30.38,-3.78,**,1984,10,Ostlund and Grall (1993),
-143.47,72.58,30,**,30.38,-3.68,**,1990,9,Macdonald et al (1995),
-169,60.87,0,2.05,30.39,-3.18,**,1990,6,Cooper et al (1997),
125.98,76.25,13,1.69,30.4,-3.02,**,2007,9,Abrahamsen et al (2009),
-167.13,62.32,31,2.31,30.4,-2.18,**,1987,8,Grebmeier et al (1990),
-160,70.83,7,0.44,30.4,-0.62,**,1992,10,Cooper et al (1997),
166,70.33,20,-0.96,30.41,-2.39,**,1995,8,Munchow et al (1999),
134.91,79.99,8,-1.6,30.42,-2.46,**,1995,8,Frank (1996),
144.09,54,10,13.32,30.42,-1.77,**,1998,7,Yamamoto et al (2002),
-168.18,65.68,24,5.33,30.43,-2.7,**,1990,9,Cooper et al (1997),
-168.03,65.54,0,7.07,30.43,-2.58,**,1992,8,Cooper et al (1997),
136.57,81.05,9,-1.6,30.43,-2.23,**,1995,8,Frank (1996),
-155.21,71.73,3,4.54,30.43,-1.91,**,1993,9,Cooper et al (1999),
141,54,22,6.44,30.43,-1.48,**,1999,9,Yamamoto et al (2002),
-134.5,70.98,20,**,30.44,-3.38,**,1990,9,Macdonald et al (1995),
-168.32,65.7,47,5.62,30.44,-2.2,**,1993,9,Cooper et al (1999),
-159.57,70.95,5,0.23,30.44,-0.75,**,1992,10,Cooper et al (1997),
-145.58,73.93,35,-1.63,30.45,-3.93,**,1985,4,Ostlund et al (1987),
-169,60.87,30,0.86,30.45,-2.69,**,1990,6,Cooper et al (1997),
-165.29,74.81,25,-1.41,30.45,-2.11,**,1993,8,Cooper et al (1999),
142.88,54.43,19,10.01,30.45,-1.51,**,1999,9,Yamamoto et al (2002),
-168.62,65.73,11,4.82,30.46,-2.13,**,1992,10,Cooper et al (1997),
135.95,80.98,10,-1.59,30.47,-2.2,**,1995,8,Frank (1996),
142,53.99,19,5.63,30.47,-1.49,**,1999,9,Yamamoto et al (2002),
126,75.75,14,1.82,30.48,-2.72,**,2007,9,Abrahamsen et al (2009),
